# emapper version: emapper-1.0.3 emapper DB: 4.5.1
# command: ./emapper.py  -i ../Amillepora.proteins.fa --output Amillepora_euk -d euk --usemem --cpu 60
# time: Tue Oct  2 21:05:37 2018
#query_name	eggNOG annot
Amillepora06928	Protease, serine
Amillepora06927	sidekick cell adhesion molecule 2
Amillepora06938	Mucosa associated lymphoid tissue lymphoma translocation gene 1
Amillepora06936	Protease, serine
Amillepora06935	Tryp_SPc
Amillepora06944	Inherit from opiNOG: to reverse transcriptase
Amillepora06948	Mucosa associated lymphoid tissue lymphoma translocation gene 1
Amillepora06943	Histone H2A
Amillepora06949	NA
Amillepora06964	EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase
Amillepora06966	Histone deacetylase
Amillepora06973	Histone deacetylase
Amillepora06970	Histone deacetylase
Amillepora06985	ec 3.5.1.14
Amillepora06987	nudC domain containing
Amillepora06976	Histone deacetylase
Amillepora06989	Leucyl-trna synthetase
Amillepora06990	Leucyl-trna synthetase
Amillepora06992	solute carrier family 26
Amillepora06991	WW domain binding protein 4
Amillepora06995	NA
Amillepora07001	Chromosome 4 open reading frame 33
Amillepora07000	coiled-coil domain containing 169
Amillepora06998	tripartite motif containing 71, E3 ubiquitin protein ligase
Amillepora06994	NIMA-related kinase
Amillepora07002	ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)
Amillepora06993	NA
Amillepora06999	Testis-specific serine kinase
Amillepora07008	glutamine phosphoribosylpyrophosphate amidotransferase
Amillepora07006	Phosphopantetheine attachment site
Amillepora07004	Pao retrotransposon peptidase 
Amillepora07007	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase
Amillepora07009	doublecortin-like kinase
Amillepora07005	Pao retrotransposon peptidase 
Amillepora07014	Arylsulfatase
Amillepora07012	coiled-coil domain containing 22
Amillepora07010	Calnexin
Amillepora07013	solute carrier family 36 (proton amino acid symporter), member
Amillepora07011	Mannosyl (Alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme
Amillepora07018	astacin-like metalloendopeptidase (M12 family)
Amillepora07016	Arachidonate
Amillepora07020	Pao retrotransposon peptidase 
Amillepora07017	Arachidonate
Amillepora07030	Catalyzes the epimerization of the S- and R-forms of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration. This is a prerequisite for the S- specific NAD(P)H-hydrate dehydratase to allow the repair of both epimers of NAD(P)HX (By similarity)
Amillepora07024	Inherit from opiNOG: Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora07025	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora07023	Inherit from euNOG: Retrotransposon protein
Amillepora07036	Meprin A
Amillepora07034	astacin-like metalloendopeptidase (M12 family)
Amillepora07037	Protein of unknown function (DUF640)
Amillepora07041	protein Hydra magnipapillata
Amillepora07044	Growth factor receptor
Amillepora07042	protein Hydra magnipapillata
Amillepora07048	Inherit from NOG: paraneoplastic Ma antigen
Amillepora07047	Inherit from KOG: Retrotransposon protein
Amillepora07052	Inherit from opiNOG: to reverse transcriptase
Amillepora07057	Inherit from KOG: Growth factor receptor
Amillepora07055	Pao retrotransposon peptidase 
Amillepora07056	Protein of unknown function (DUF1759)
Amillepora07054	Inherit from euNOG: Retrotransposon protein
Amillepora07071	DNA helicase
Amillepora07067	NA
Amillepora07077	Solute carrier family 6
Amillepora07086	Solute carrier family 6
Amillepora07084	solute carrier family 6 (neurotransmitter transporter)
Amillepora07089	Ribosomal protein S23
Amillepora07090	Pleiotropic regulator 1
Amillepora07088	solute carrier family 6 (neurotransmitter transporter)
Amillepora07095	MULE transposase domain
Amillepora07100	ATPase, Ca transporting, plasma membrane
Amillepora07097	ATPase, Ca transporting, plasma membrane
Amillepora07096	ATPase, Ca transporting, plasma membrane
Amillepora07094	C2 calcium-dependent domain containing 3
Amillepora07101	Bone morphogenetic protein 1
Amillepora07108	furry homolog (Drosophila)
Amillepora07105	astacin-like metalloendopeptidase (M12 family)
Amillepora07106	to astacin family metalloendopeptidase FARM-1 Hydra magnipapillata 
Amillepora07110	POU class 4 homeobox
Amillepora07112	Asparagine-linked glycosylation 8, alpha-1,3-glucosyltransferase homolog (S. cerevisiae)
Amillepora07111	Ring finger protein 219
Amillepora07116	FCH and double SH3 domains
Amillepora07113	protein phosphatase, EF-hand calcium binding domain
Amillepora07124	pyrroline-5-carboxylate reductase
Amillepora07121	PHOsphatase
Amillepora07123	NA
Amillepora07127	receptor
Amillepora07120	Potato inhibitor I family
Amillepora07125	solute carrier family 25 (mitochondrial carrier)
Amillepora07128	locomotion
Amillepora07137	NA
Amillepora07134	NA
Amillepora07129	NA
Amillepora07135	NA
Amillepora07136	NA
Amillepora07141	WD40
Amillepora07143	ELKS RAB6-interacting CAST family member
Amillepora07147	Inherit from euNOG: solute carrier family 17
Amillepora07144	Ligand for members of the frizzled family of seven transmembrane receptors (By similarity)
Amillepora07150	protein Hydra magnipapillata
Amillepora07154	fibroblast growth factor receptor-like 1
Amillepora07155	fibroblast growth factor receptor-like 1
Amillepora07160	von Willebrand factor type A domain
Amillepora07163	Inherit from opiNOG: to reverse transcriptase
Amillepora07164	Inherit from euNOG: Retrotransposon protein
Amillepora07172	integrase core domain protein
Amillepora07169	tetratricopeptide repeat domain
Amillepora07173	to Pao retrotransposon peptidase family protein Hydra magnipapillata
Amillepora07167	Integrase core domain
Amillepora07168	tetratricopeptide repeat protein, tpr
Amillepora07176	NA
Amillepora07174	von Willebrand factor type A domain
Amillepora07175	NA
Amillepora07180	von Willebrand factor type A domain
Amillepora07181	Inherit from euNOG: solute carrier family 17
Amillepora07182	von Willebrand factor type A domain
Amillepora07184	Inherit from euNOG: Retrotransposon protein
Amillepora07185	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora07190	Inherit from KOG: transposon protein
Amillepora07188	MULE transposase domain
Amillepora07192	Syntaxin binding protein 4
Amillepora07186	Syntaxin binding protein 4
Amillepora07199	Methylmalonic aciduria (Cobalamin deficiency) cblA type
Amillepora07200	integrin-linked kinase
Amillepora07203	CRAL/TRIO domain
Amillepora07201	chromosome 19 open reading frame 43
Amillepora07198	kelch-like
Amillepora07202	polymerase (RNA) I polypeptide E
Amillepora07193	Major Facilitator Superfamily
Amillepora07209	Ankyrin repeat domain 50
Amillepora07212	DNA-directed RNA polymerases I and III
Amillepora07214	Thioesterase superfamily member 6
Amillepora07213	NA
Amillepora07208	ubiquitin carboxyl-terminal hydrolase
Amillepora07215	ubiquitin-like 3
Amillepora07211	Vesicle-associated membrane protein
Amillepora07206	Proprotein convertase P-domain
Amillepora07207	proprotein convertase subtilisin kexin type
Amillepora07226	GS homeobox 2
Amillepora07225	chromosome 4 open reading frame 27
Amillepora07224	Cysteine-rich hydrophobic domain
Amillepora07227	Proteasome maturation protein
Amillepora07217	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain
Amillepora07222	Spermatogenesis associated 4
Amillepora07228	solute carrier family 5
Amillepora07229	Mannosidase alpha class 2C member 1
Amillepora07231	jnk1 mapk8-associated membrane protein
Amillepora07242	unc-50 homolog (C. elegans)
Amillepora07243	BPI fold containing family B, member
Amillepora07252	motile sperm domain containing 2
Amillepora07246	Multicopper oxidase
Amillepora07248	Multicopper oxidase
Amillepora07255	Ccr4-not transcription complex, subunit
Amillepora07251	Multicopper oxidase
Amillepora07247	Multicopper oxidase
Amillepora07260	dihydrolipoyl dehydrogenase
Amillepora07261	Solute carrier family 25
Amillepora07262	PIH1 domain containing 3
Amillepora07259	ELMO CED-12 domain containing
Amillepora07263	Tetratricopeptide repeat and ankyrin repeat containing 1
Amillepora07258	Transmembrane protein 131
Amillepora07256	zinc finger
Amillepora07270	Inherit from KOG: transposon protein
Amillepora07268	NA
Amillepora07275	von Willebrand factor type A domain
Amillepora07277	NA
Amillepora07278	NA
Amillepora07285	Inherit from KOG: Growth factor receptor
Amillepora07286	Inherit from euNOG: solute carrier family 17
Amillepora07287	NA
Amillepora07291	protein Hydra magnipapillata
Amillepora07294	Tetratricopeptide repeat and ankyrin repeat containing 1
Amillepora07293	fibroblast growth factor receptor-like 1
Amillepora07297	Tetratricopeptide repeat and ankyrin repeat containing 1
Amillepora07300	Tetratricopeptide repeat and ankyrin repeat containing 1
Amillepora07299	tetratricopeptide repeat domain
Amillepora07298	Inherit from opiNOG: to reverse transcriptase
Amillepora07304	Exocyst complex component
Amillepora07306	nudix (nucleoside diphosphate linked moiety X)-type motif 6
Amillepora07303	transcription factor
Amillepora07302	Meprin A
Amillepora07317	transmembrane protein with EGF-like and two follistatin-like domains 1
Amillepora07314	K06254 agrin
Amillepora07310	BTB POZ domain containing
Amillepora07311	NA
Amillepora07316	integrase core domain protein
Amillepora07308	BTB POZ domain containing
Amillepora07320	NA
Amillepora07319	replication factor c
Amillepora07332	Carbohydrate
Amillepora07323	glyoxalase domain containing 5
Amillepora07331	Carbohydrate
Amillepora07322	ER membrane protein complex subunit 7
Amillepora07325	Apoptosis-inducing factor, mitochondrion-associated, 1
Amillepora07339	Coiled-coil domain containing 135
Amillepora07335	ddb1 and cul4 associated factor 5
Amillepora07333	PHD finger protein
Amillepora07336	Pao retrotransposon peptidase 
Amillepora07345	receptor
Amillepora07341	Male germ cell-associated kinase
Amillepora07342	ubiquitin protein ligase E3 component n-recognin 7
Amillepora07343	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora07344	Endonuclease/Exonuclease/phosphatase family
Amillepora07353	NA
Amillepora07355	Coiled-coil domain containing 61
Amillepora07350	Inherit from KOG: Retrotransposon protein
Amillepora07348	protein phosphatase, Mg2 Mn2 dependent
Amillepora07351	Inherit from veNOG: Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora07349	katanin p80 subunit B-like 1
Amillepora07361	synaptotagmin
Amillepora07358	Zona pellucida-like domain
Amillepora07357	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora07356	Bifunctional enzyme that catalyzes the enolization of 2,3-diketo-5-methylthiopentyl-1-phosphate (DK-MTP-1-P) into the intermediate 2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate (HK-MTPenyl-1-P), which is then dephosphorylated to form the acireductone 1,2-dihydroxy-3-keto-5-methylthiopentene (DHK-MTPene) (By similarity)
Amillepora07374	thyroid adenoma associated
Amillepora07373	thyroid adenoma associated
Amillepora07372	Inherit from KOG: Retrotransposon protein
Amillepora07371	Inherit from veNOG: Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora07365	Inherit from euNOG: solute carrier family 17
Amillepora07367	Pao retrotransposon peptidase 
Amillepora07366	Inherit from euNOG: Retrotransposon protein
Amillepora07379	NA
Amillepora07377	Carbonic AnHydrase
Amillepora07375	Hydra magnipapillata
Amillepora07376	Inherit from euNOG: Retrotransposon protein
Amillepora07378	NA
Amillepora07388	NA
Amillepora07384	Pao retrotransposon peptidase 
Amillepora07382	Inherit from KOG: Growth factor receptor
Amillepora07381	Inherit from KOG: Growth factor receptor
Amillepora07387	NA
Amillepora07399	protein Hydra magnipapillata
Amillepora07397	Inherit from KOG: Growth factor receptor
Amillepora07396	Inherit from KOG: Growth factor receptor
Amillepora07400	NA
Amillepora07402	NA
Amillepora07406	Inherit from COG: Retrotransposon protein
Amillepora07410	NA
Amillepora07424	Inherit from KOG: Growth factor receptor
Amillepora07430	NA
Amillepora07425	ZnF_C2H2
Amillepora07416	NA
Amillepora07420	NA
Amillepora07423	protein Hydra magnipapillata
Amillepora07434	Inherit from euNOG: Retrotransposon protein
Amillepora07432	Hydra magnipapillata
Amillepora07437	NA
Amillepora07431	Hydra magnipapillata
Amillepora07433	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora07439	NA
Amillepora07440	adp-ribosylation factor interacting protein
Amillepora07441	Tyrosine kinase
Amillepora07443	ubiquitin- specific peptidase
Amillepora07442	dynein, axonemal, heavy chain
Amillepora07459	YqaJ-like viral recombinase domain
Amillepora07445	protein Hydra magnipapillata
Amillepora07461	protein Hydra magnipapillata
Amillepora07460	Inherit from KOG: Growth factor receptor
Amillepora07471	Spastic ataxia of Charlevoix-Saguenay (Sacsin)
Amillepora07472	Spastic ataxia of Charlevoix-Saguenay (Sacsin)
Amillepora07469	Catalyzes the oxidative ring opening of 3- hydroxyanthranilate to 2-amino-3-carboxymuconate semialdehyde, which spontaneously cyclizes to quinolinate (By similarity)
Amillepora07473	Spastic ataxia of Charlevoix-Saguenay (Sacsin)
Amillepora07482	solute carrier family 16, member
Amillepora07479	calmodulin
Amillepora07480	calmodulin
Amillepora07484	solute carrier family 16, member
Amillepora07483	solute carrier family 16, member 10 (aromatic amino acid transporter)
Amillepora07478	tetratricopeptide repeat
Amillepora07481	calmodulin
Amillepora07477	Spastic ataxia of Charlevoix-Saguenay (Sacsin)
Amillepora07476	Spastic ataxia of Charlevoix-Saguenay (Sacsin)
Amillepora07494	solute carrier family 16, member
Amillepora07492	NA
Amillepora07488	FHA domain
Amillepora07487	Solute carrier family 16, member 3 (Monocarboxylic acid transporter 4)
Amillepora07493	solute carrier family 16, member
Amillepora07485	solute carrier family 16, member
Amillepora07490	Coiled-coil domain-containing protein
Amillepora07486	solute carrier family 16, member 10 (aromatic amino acid transporter)
Amillepora07498	solute carrier family 16, member 10 (aromatic amino acid transporter)
Amillepora07508	cornichon homolog
Amillepora07497	succinyltransferase component of 2-oxoglutarate dehydrogenase complex
Amillepora07502	solute carrier family 16, member 10 (aromatic amino acid transporter)
Amillepora07504	Inherit from NOG: Domain of unknown function (DUF1083)
Amillepora07499	periostin, osteoblast specific factor
Amillepora07503	solute carrier family 16, member 10 (aromatic amino acid transporter)
Amillepora07496	WD repeat domain 26
Amillepora07501	solute carrier family 16, member 10 (aromatic amino acid transporter)
Amillepora07500	Solute carrier family 16, member 3 (Monocarboxylic acid transporter 4)
Amillepora07513	Anaphase promoting complex subunit 1
Amillepora07514	DNA polymerase epsilon subunit
Amillepora07511	polycystic kidney disease 1-like 2
Amillepora07520	polycystic kidney disease 1-like 2
Amillepora07517	Anaphase promoting complex subunit 1
Amillepora07516	DNA polymerase epsilon subunit
Amillepora07519	Polycystic kidney disease
Amillepora07527	nucleoporin
Amillepora07528	bone morphogenetic protein
Amillepora07526	NA
Amillepora07535	Family with sequence similarity 111, member A
Amillepora07530	Gamma-aminobutyric acid (GABA) B receptor
Amillepora07531	Potassium voltage-gated channel, subfamily H (Eag-related), member
Amillepora07538	scavenger receptor activity
Amillepora07548	Inherit from euNOG: solute carrier family 17
Amillepora07547	hydratase
Amillepora07554	oncogene
Amillepora07551	integrase core domain protein
Amillepora07558	Dna repair
Amillepora07556	NA
Amillepora07557	Lin-37 homolog (C. elegans)
Amillepora07560	asunder, spermatogenesis regulator homolog (Drosphila)
Amillepora07559	Pleckstrin 2
Amillepora07574	NA
Amillepora07568	NA
Amillepora07573	Inherit from euNOG: solute carrier family 17
Amillepora07570	NA
Amillepora07564	NA
Amillepora07575	NA
Amillepora07576	NA
Amillepora07577	NA
Amillepora07582	NA
Amillepora07588	NA
Amillepora07584	NA
Amillepora07578	NA
Amillepora07583	NA
Amillepora07594	Rho guanine nucleotide exchange factor (GEF) 17
Amillepora07592	Inherit from euNOG: Retrotransposon protein
Amillepora07597	Polycystic kidney disease
Amillepora07589	NA
Amillepora07601	NA
Amillepora07604	NA
Amillepora07598	ATPase, H transporting, lysosomal accessory protein
Amillepora07603	NA
Amillepora07602	NA
Amillepora07610	Inherit from euNOG: solute carrier family 17
Amillepora07612	NA
Amillepora07615	TIMP metallopeptidase inhibitor
Amillepora07616	TIMP metallopeptidase inhibitor
Amillepora07614	SyNapsiN
Amillepora07617	SyNapsiN
Amillepora07619	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
Amillepora07621	major facilitator superfamily domain containing 12
Amillepora07620	major facilitator superfamily domain containing 12
Amillepora07633	DCN1, defective in cullin neddylation 1, domain containing
Amillepora07632	PDS5, regulator of cohesion maintenance, homolog
Amillepora07635	SWI SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member
Amillepora07630	NA
Amillepora07628	major facilitator superfamily domain containing 12
Amillepora07640	NACHT and WD repeat domain containing 1
Amillepora07636	RNA binding motif protein
Amillepora07639	Sarcoglycan
Amillepora07637	tumor suppressor candidate 3
Amillepora07645	NACHT and WD repeat domain containing 1
Amillepora07648	NACHT and WD repeat domain containing 1
Amillepora07647	Positively regulates the activity of the minus-end directed microtubule motor protein dynein. May enhance dynein- mediated microtubule sliding by targeting dynein to the microtubule plus end. Required for
Amillepora07642	protein Hydra magnipapillata
Amillepora07641	protein Hydra magnipapillata
Amillepora07650	Diaphanous homolog
Amillepora07660	Arylsulfatase
Amillepora07653	Solute carrier family 25
Amillepora07657	Smith-Magenis syndrome chromosome region, candidate 7-like
Amillepora07656	Kinesin light chain
Amillepora07652	solute carrier family 25 (mitochondrial carrier)
Amillepora07654	ubiquitin-conjugating enzyme
Amillepora07658	ufm1-specific peptidase
Amillepora07664	Transmembrane protein 60
Amillepora07666	inverted formin, FH2 and WH2 domain containing
Amillepora07673	Conserved hypothetical protein
Amillepora07667	NA
Amillepora07661	Ankyrin repeat domain 10
Amillepora07677	phosphoribosylformylglycinamidine synthase
Amillepora07674	Cytochrome c oxidase assembly factor 5
Amillepora07684	GH3 domain containing
Amillepora07686	NA
Amillepora07685	Ring finger protein
Amillepora07682	Protein of unknown function (DUF1759)
Amillepora07689	helicase
Amillepora07688	helicase
Amillepora07687	DNA-damage regulated autophagy modulator
Amillepora07695	chromosome 11 open reading frame 82
Amillepora07701	Leucine rich repeat containing 15
Amillepora07699	LRR
Amillepora07704	C-4 methylsterol oxidase
Amillepora07703	RAN GTPase activating protein 1
Amillepora07707	dolichylphosphate beta-glucosyltransferase
Amillepora07710	Exosome complex
Amillepora07708	SMAD family member
Amillepora07709	SMAD family member
Amillepora07705	CAP-GLY domain containing linker protein
Amillepora07714	Family with sequence similarity 48, member A
Amillepora07716	ankyrin repeat and kinase domain containing 1
Amillepora07718	O-linked N-acetylglucosamine (GlcNAc) transferase
Amillepora07719	progesterone immunomodulatory binding factor 1
Amillepora07720	MAF-like protein
Amillepora07717	thymosin beta
Amillepora07722	kiaa1109
Amillepora07744	sulfatase modifying factor 1
Amillepora07739	Lysosomal Pro-X
Amillepora07742	suppressor of G2 allele of SKP1
Amillepora07741	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora07743	Nuclear transport factor 2-like export factor 2
Amillepora07740	chaperone protein
Amillepora07736	NA
Amillepora07748	cubilin (intrinsic factor-cobalamin receptor)
Amillepora07749	cubilin (intrinsic factor-cobalamin receptor)
Amillepora07746	ruvB-like
Amillepora07762	member RAS oncogene family
Amillepora07761	member RAS oncogene family
Amillepora07764	storkhead box
Amillepora07765	Rho GTPase activating protein 6
Amillepora07753	LRR
Amillepora07768	DNA-damage regulated autophagy modulator
Amillepora07773	glycoprotein
Amillepora07769	DNA-damage regulated autophagy modulator
Amillepora07770	DNA-damage regulated autophagy modulator
Amillepora07767	rho GTPase activating protein
Amillepora07772	cysteine
Amillepora07780	Inherit from euNOG: Retrotransposon protein
Amillepora07778	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora07779	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora07786	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora07785	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora07783	olfactomedin-like
Amillepora07784	olfactomedin-like
Amillepora07790	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides (By similarity)
Amillepora07788	olfactomedin-like
Amillepora07787	olfactomedin-like
Amillepora07796	Required for ribosome biogenesis. Part of a complex which catalyzes pseudouridylation of rRNA. This involves the isomerization of uridine such that the ribose is subsequently attached to C5, instead of the normal N1. Pseudouridine ( psi ) residues may serve to stabilize the conformation of rRNAs
Amillepora07798	NA
Amillepora07800	Phosphodiesterase
Amillepora07805	Inherit from COG: leucine Rich Repeat
Amillepora07807	hephaestin-like 1
Amillepora07810	hephaestin-like 1
Amillepora07814	hephaestin-like 1
Amillepora07811	hephaestin-like 1
Amillepora07812	hephaestin-like 1
Amillepora07806	NIPA-like domain containing
Amillepora07801	exonuclease 3'-5' domain containing 1
Amillepora07815	Meprin A
Amillepora07819	CUB domain
Amillepora07816	Bone morphogenetic protein 1
Amillepora07817	Membrane frizzled-related protein
Amillepora07820	Meprin A
Amillepora07828	MAM domain containing 4
Amillepora07824	Low density lipoprotein receptor-related protein
Amillepora07829	Relaxin insulin-like family peptide receptor
Amillepora07831	CACTA, En Spm sub-class
Amillepora07830	MAM domain containing glycosylphosphatidylinositol anchor
Amillepora07833	Lectin C-type domain
Amillepora07834	low- density lipoprotein
Amillepora07842	Low-density lipoprotein receptor domain class A
Amillepora07846	CUB domain containing protein 2
Amillepora07847	MAM domain containing 4
Amillepora07849	7 transmembrane receptor (rhodopsin family)
Amillepora07852	MAM domain containing 4
Amillepora07853	Hydra magnipapillata
Amillepora07848	Insulin-like growth factor binding protein, acid labile subunit
Amillepora07860	7 transmembrane receptor (rhodopsin family)
Amillepora07865	c-type lectin domain family
Amillepora07861	kiaa1958
Amillepora07878	7 transmembrane receptor (rhodopsin family)
Amillepora07873	MAM domain containing 4
Amillepora07868	Inherit from opiNOG: to reverse transcriptase
Amillepora07867	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora07877	NA
Amillepora07876	NA
Amillepora07871	low- density lipoprotein
Amillepora07880	MAM domain containing glycosylphosphatidylinositol anchor
Amillepora07881	Inherit from euNOG: solute carrier family 17
Amillepora07885	low- density lipoprotein
Amillepora07888	7 transmembrane receptor (rhodopsin family)
Amillepora07891	low- density lipoprotein
Amillepora07889	mannose receptor, C type 1
Amillepora07898	7 transmembrane receptor (rhodopsin family)
Amillepora07897	MAM domain containing 4
Amillepora07906	Methionine adenosyltransferase II, beta
Amillepora07905	Promotes mitochondrial protein synthesis. May act as a fidelity factor of the translation reaction, by catalyzing a one- codon backward translocation of tRNAs on improperly translocated ribosomes. Binds to mitochondrial ribosomes in a GTP-dependent manner (By similarity)
Amillepora07903	NIMA-related kinase
Amillepora07904	spindle apparatus coiled-coil protein 1
Amillepora07914	Bone morphogenetic protein 1
Amillepora07922	Bone morphogenetic protein 1
Amillepora07918	calcium ion binding
Amillepora07921	Inherit from opiNOG: Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora07920	NA
Amillepora07926	glycerophosphoryl diester phosphodiesterase
Amillepora07924	Peroxisomal biogenesis factor 6
Amillepora07937	integrase core domain protein
Amillepora07931	NA
Amillepora07930	NA
Amillepora07946	Melanoma antigen, family
Amillepora07944	Zinc finger protein
Amillepora07943	Nucleolar protein 9
Amillepora07945	PX domain containing serine threonine kinase
Amillepora07948	Cadherins are calcium dependent cell adhesion proteins (By similarity)
Amillepora07947	Ets domain transcription factor
Amillepora07950	ubiquitin carboxyl-terminal hydrolase
Amillepora07949	Dna-(Apurinic or apyrimidinic site)
Amillepora07953	MAC/Perforin domain
Amillepora07959	Inherit from KOG: Growth factor receptor
Amillepora07958	protein Hydra magnipapillata
Amillepora07969	Pao retrotransposon peptidase 
Amillepora07968	Pao retrotransposon peptidase 
Amillepora07966	7 transmembrane receptor (rhodopsin family)
Amillepora07980	NA
Amillepora07970	NA
Amillepora07981	MAM domain containing glycosylphosphatidylinositol anchor
Amillepora07971	MAM domain containing 4
Amillepora07989	Inherit from euNOG: Retrotransposon protein
Amillepora07991	mannose receptor, C type 1
Amillepora07986	low- density lipoprotein
Amillepora07984	7 transmembrane receptor (rhodopsin family)
Amillepora07997	NA
Amillepora07994	WSC domain
Amillepora07995	Protein of unknown function (DUF1446)
Amillepora07993	NA
Amillepora07999	NOP2 Sun domain family member
Amillepora07998	AF4 FMR2 family, member
Amillepora08001	amyloid beta (A4) precursor protein-binding, family B, member
Amillepora08002	GLutaRedoXin
Amillepora08003	Inherit from opiNOG: to reverse transcriptase
Amillepora08007	Neuronal PAS domain protein 2
Amillepora08004	SH3 domain containing ring finger
Amillepora08006	PolyA
Amillepora08017	methyltransferase like 7A
Amillepora08012	domain protein
Amillepora08015	kiaa1033
Amillepora08014	domain protein
Amillepora08013	kiaa1033
Amillepora08018	Family with sequence similarity 160, member
Amillepora08020	Ring finger protein
Amillepora08025	chloride channel, voltage-sensitive
Amillepora08023	Proton-coupled amino acid transporter
Amillepora08024	Yip1 domain family member
Amillepora08019	zinc finger, CCHC domain containing 10
Amillepora08028	Gamma-aminobutyric acid (GABA) B receptor
Amillepora08022	ribosomal protein l9
Amillepora08032	Glycerate kinase
Amillepora08029	Crm, cramped-like (Drosophila)
Amillepora08030	MIR domain
Amillepora08037	Dystroglycan 1 (Dystrophin-associated glycoprotein 1)
Amillepora08035	Ankyrin repeat and SOCS box containing 13
Amillepora08039	Dystroglycan 1 (Dystrophin-associated glycoprotein 1)
Amillepora08038	Dystroglycan 1 (Dystrophin-associated glycoprotein 1)
Amillepora08034	family with sequence similarity 208, member A
Amillepora08036	guanine nucleotide exchange factor
Amillepora08044	NA
Amillepora08049	Suppression of tumorigenicity 7
Amillepora08050	Ligand for members of the frizzled family of seven transmembrane receptors (By similarity)
Amillepora08051	Ligand for members of the frizzled family of seven transmembrane receptors (By similarity)
Amillepora08054	Dehydrogenase
Amillepora08056	Transcription factor binding to IGHM enhancer 3
Amillepora08057	La ribonucleoprotein domain family member
Amillepora08053	Plays a central role during spermatogenesis by repressing transposable elements and prevent their mobilization, which is essential for the germline integrity. Acts via the piRNA metabolic process, which mediates the repression of transposable elements during meiosis by forming complexes composed of piRNAs and Piwi proteins and govern the methylation and subsequent repression of transposons. Its association with pi-bodies suggests a participation in the primary piRNAs metabolic process. Required prior to the pachytene stage to facilitate the production of multiple types of piRNAs, including those associated with repeats involved in regulation of retrotransposons. May act by mediating protein-protein interactions during germ cell maturation
Amillepora08062	NA
Amillepora08058	kinase D-interacting substrate
Amillepora08075	transcription factor
Amillepora08072	centrosomal protein 135kDa
Amillepora08074	MAF-like protein
Amillepora08070	ADP-ribosylation factor guanine nucleotide-exchange factor
Amillepora08069	guanylate cyclase 1, soluble
Amillepora08076	transcription factor
Amillepora08080	Prickle homolog
Amillepora08081	Prickle homolog
Amillepora08078	Meprin A
Amillepora08077	t-box transcription factor
Amillepora08092	ClpB caseinolytic peptidase B homolog (E. coli)
Amillepora08087	Inherit from euNOG: Retrotransposon protein
Amillepora08088	Inherit from euNOG: Retrotransposon protein
Amillepora08083	four and A half lim domains
Amillepora08082	four and A half lim domains
Amillepora08085	Scaffold protein that may play a role in cell adhesion, cell spreading and in the reorganization of the actin cytoskeleton. Plays a role in the regulation of cell proliferation. May act as a tumor suppressor
Amillepora08086	Acyl-CoA synthetase family member 2
Amillepora08089	Acyl-CoA synthetase family member 2
Amillepora08100	progesterone receptor membrane component
Amillepora08098	Nuclear transcription factor, X-box
Amillepora08093	ClpB caseinolytic peptidase B homolog (E. coli)
Amillepora08096	ribosomal protein s3
Amillepora08106	Arginyl-trna synthetase
Amillepora08094	glutamate dehydrogenase
Amillepora08099	family with sequence similarity 47, member E
Amillepora08102	TBC1 domain containing kinase
Amillepora08117	NA
Amillepora08101	Kinesin family member 3a
Amillepora08118	NA
Amillepora08115	NA
Amillepora08109	NA
Amillepora08110	NA
Amillepora08114	NA
Amillepora08113	NA
Amillepora08112	NA
Amillepora08119	astacin-like metalloendopeptidase (M12 family)
Amillepora08121	EF-hand calcium binding domain 10
Amillepora08122	OTU domain containing 4
Amillepora08125	transmembrane protein 63C
Amillepora08127	transmembrane protein 63C
Amillepora08120	Histone-lysine N-methyltransferase
Amillepora08134	Histone-lysine N-methyltransferase
Amillepora08132	Ankyrin Repeat Protein
